User_ID,Age,Gender,Caloric Goal (kcal),Dietary Preferences,Allergies,Meal Plan,Calories Per Meal,Macronutrients,Recipes
325,47,Male,3003,None,Nuts,Snacks,658,Balanced,Steak and Vegetables
326,63,Female,3452,Vegetarian,Nuts,Breakfast,329,High Fat,Steak and Vegetables
327,63,Female,2483,None,Dairy,Snacks,682,Low Carb,Grilled Chicken Salad
328,49,Male,1926,None,Dairy,Lunch,347,High Fat,Vegan Smoothie
329,37,Male,2657,Vegetarian,Nuts,Snacks,389,Low Carb,Grilled Chicken Salad
330,34,Female,2319,None,Nuts,Dinner,470,Balanced,Quinoa Bowl
331,46,Male,1815,Vegetarian,Dairy,Breakfast,329,High Fat,Vegan Smoothie
332,28,Male,2089,Vegan,None,Breakfast,508,High Fat,Grilled Chicken Salad
333,60,Female,2607,Vegetarian,Dairy,Dinner,535,Balanced,Grilled Chicken Salad
334,37,Female,2394,Gluten-Free,None,Snacks,761,Low Carb,Steak and Vegetables
335,58,Female,1845,Vegan,None,Snacks,711,Low Carb,Vegan Smoothie
336,37,Male,3113,Gluten-Free,Dairy,Breakfast,324,High Fat,Vegan Smoothie
337,25,Male,3395,None,Dairy,Snacks,395,Low Carb,Grilled Chicken Salad
338,34,Female,2507,Gluten-Free,Dairy,Dinner,547,High Protein,Steak and Vegetables
339,29,Male,3478,None,None,Dinner,543,Balanced,Vegan Smoothie
340,49,Female,2055,Gluten-Free,None,Dinner,359,High Fat,Grilled Chicken Salad
341,39,Male,3018,Gluten-Free,Dairy,Lunch,375,Low Carb,Grilled Chicken Salad
342,44,Female,2645,Gluten-Free,None,Lunch,506,High Fat,Steak and Vegetables
343,54,Female,2419,Gluten-Free,None,Lunch,666,High Fat,Grilled Chicken Salad
344,64,Male,2594,Gluten-Free,None,Dinner,423,Low Carb,Vegan Smoothie
345,43,Female,2846,Gluten-Free,Dairy,Breakfast,625,Low Carb,Quinoa Bowl
346,48,Male,2307,Gluten-Free,Nuts,Snacks,490,Balanced,Vegan Smoothie
347,46,Female,1589,Gluten-Free,Shellfish,Dinner,339,High Protein,Grilled Chicken Salad
348,48,Female,2159,Vegan,Dairy,Lunch,607,High Fat,Vegan Smoothie
349,41,Female,1908,Vegan,None,Dinner,685,High Fat,Quinoa Bowl
350,21,Female,2745,None,None,Dinner,654,High Protein,Quinoa Bowl
351,63,Male,1737,Vegan,None,Snacks,522,Balanced,Grilled Chicken Salad
352,31,Male,2683,Vegetarian,Dairy,Dinner,728,High Protein,Vegan Smoothie
353,30,Male,2338,Gluten-Free,None,Dinner,497,Low Carb,Steak and Vegetables
354,40,Female,2063,Vegan,Shellfish,Dinner,433,Low Carb,Quinoa Bowl
355,25,Male,1712,Vegetarian,Shellfish,Dinner,413,High Fat,Grilled Chicken Salad
356,30,Male,3312,Vegetarian,None,Dinner,365,Low Carb,Quinoa Bowl
357,18,Female,2316,None,Nuts,Snacks,361,High Protein,Quinoa Bowl
358,44,Female,1778,None,Nuts,Dinner,757,High Protein,Grilled Chicken Salad
359,34,Male,2971,None,None,Breakfast,773,High Fat,Vegan Smoothie
360,58,Female,3047,Gluten-Free,Shellfish,Lunch,607,Balanced,Steak and Vegetables
361,26,Female,2975,Vegan,Dairy,Breakfast,528,Balanced,Grilled Chicken Salad
362,44,Male,2862,None,None,Dinner,680,High Fat,Vegan Smoothie
363,43,Male,3296,Vegan,None,Lunch,466,Low Carb,Steak and Vegetables
364,38,Female,3484,Gluten-Free,None,Lunch,663,High Fat,Grilled Chicken Salad
365,60,Male,1722,Vegetarian,Nuts,Breakfast,689,Balanced,Grilled Chicken Salad
366,63,Male,3483,Vegan,Dairy,Lunch,383,Balanced,Steak and Vegetables
367,21,Male,2694,Gluten-Free,Dairy,Snacks,512,High Fat,Grilled Chicken Salad
368,31,Female,2059,Vegetarian,Nuts,Dinner,757,High Protein,Vegan Smoothie
369,59,Male,1629,Vegetarian,Nuts,Lunch,771,High Fat,Vegan Smoothie
370,62,Male,2717,None,Nuts,Snacks,442,Low Carb,Quinoa Bowl
371,28,Female,2726,Gluten-Free,Nuts,Snacks,535,High Fat,Grilled Chicken Salad
372,21,Male,3364,None,Nuts,Breakfast,717,Balanced,Quinoa Bowl
373,51,Female,2206,Vegan,Dairy,Snacks,401,Balanced,Grilled Chicken Salad
374,22,Female,3068,Gluten-Free,Dairy,Breakfast,503,High Protein,Quinoa Bowl
375,49,Male,1522,None,Nuts,Breakfast,615,High Fat,Vegan Smoothie
376,33,Male,3015,Vegetarian,Shellfish,Breakfast,795,Low Carb,Steak and Vegetables
377,45,Female,2477,Vegan,Nuts,Dinner,329,High Protein,Vegan Smoothie
378,19,Female,2003,Gluten-Free,Shellfish,Snacks,312,High Protein,Steak and Vegetables
379,52,Male,3481,Vegan,Dairy,Breakfast,327,High Fat,Grilled Chicken Salad
380,25,Female,2725,Gluten-Free,Dairy,Dinner,380,Low Carb,Vegan Smoothie
381,42,Male,1558,Vegetarian,Dairy,Lunch,753,Balanced,Quinoa Bowl
382,40,Male,2106,None,Nuts,Breakfast,405,High Protein,Steak and Vegetables
383,53,Male,1707,Vegan,Dairy,Lunch,749,Low Carb,Vegan Smoothie
384,42,Male,2779,Vegan,Dairy,Dinner,505,High Protein,Vegan Smoothie
385,34,Female,3403,Gluten-Free,Nuts,Breakfast,678,Balanced,Quinoa Bowl
386,43,Male,2120,Vegan,Nuts,Snacks,451,Balanced,Vegan Smoothie
387,63,Male,2806,None,Shellfish,Breakfast,364,High Protein,Quinoa Bowl
388,54,Male,3487,Vegan,Nuts,Breakfast,525,High Fat,Vegan Smoothie
389,38,Male,2950,Vegetarian,None,Dinner,553,Balanced,Steak and Vegetables
390,22,Male,2321,None,Dairy,Breakfast,690,High Protein,Grilled Chicken Salad
391,41,Male,3484,Vegetarian,None,Breakfast,693,High Protein,Vegan Smoothie
392,27,Female,2057,Vegan,None,Breakfast,355,High Fat,Grilled Chicken Salad
393,19,Female,2663,None,Nuts,Snacks,635,Low Carb,Vegan Smoothie
394,43,Male,1938,Vegan,Shellfish,Lunch,574,Low Carb,Quinoa Bowl
395,26,Male,1609,Gluten-Free,Dairy,Dinner,453,High Protein,Steak and Vegetables
396,47,Female,2197,Vegetarian,Shellfish,Breakfast,731,High Protein,Quinoa Bowl
397,56,Male,3395,Vegan,Dairy,Dinner,356,High Protein,Steak and Vegetables
398,53,Male,1636,None,Nuts,Dinner,407,High Protein,Steak and Vegetables
399,49,Male,3014,Vegan,Dairy,Breakfast,346,High Protein,Vegan Smoothie
400,25,Female,3128,Vegetarian,Shellfish,Breakfast,527,High Fat,Grilled Chicken Salad
401,20,Male,1801,None,None,Breakfast,403,High Fat,Quinoa Bowl
402,21,Male,2944,None,Dairy,Lunch,533,Low Carb,Grilled Chicken Salad
403,42,Female,2460,None,Dairy,Dinner,465,High Protein,Quinoa Bowl
404,44,Male,2862,Vegan,Nuts,Dinner,679,Low Carb,Quinoa Bowl
405,33,Female,3368,Gluten-Free,None,Breakfast,672,Balanced,Steak and Vegetables
406,40,Female,1993,Vegetarian,None,Lunch,744,High Protein,Quinoa Bowl
407,64,Male,2075,Vegan,Nuts,Snacks,484,Low Carb,Quinoa Bowl
408,43,Female,1572,Gluten-Free,Nuts,Lunch,589,High Fat,Vegan Smoothie
409,32,Male,2033,None,Dairy,Breakfast,519,Low Carb,Grilled Chicken Salad
410,43,Female,2420,None,Nuts,Lunch,507,Balanced,Steak and Vegetables
411,42,Male,1892,Vegan,Dairy,Snacks,535,Balanced,Steak and Vegetables
412,59,Male,3454,Vegetarian,Shellfish,Lunch,356,Balanced,Quinoa Bowl
413,28,Female,2960,Vegetarian,Dairy,Breakfast,672,High Fat,Steak and Vegetables
414,30,Male,2569,Gluten-Free,Nuts,Snacks,770,High Protein,Grilled Chicken Salad
415,61,Female,1673,Gluten-Free,Nuts,Lunch,386,High Protein,Quinoa Bowl
416,18,Male,1562,None,Dairy,Dinner,797,High Fat,Steak and Vegetables
417,53,Female,2964,Vegetarian,Shellfish,Dinner,408,High Protein,Vegan Smoothie
418,48,Male,1605,Vegan,None,Dinner,435,Balanced,Vegan Smoothie
419,39,Female,3492,Gluten-Free,Shellfish,Snacks,628,Low Carb,Quinoa Bowl
420,53,Male,2786,Gluten-Free,None,Snacks,709,High Fat,Grilled Chicken Salad
421,22,Male,2220,None,Dairy,Snacks,372,Low Carb,Steak and Vegetables
422,62,Female,2855,Gluten-Free,Nuts,Snacks,436,Balanced,Vegan Smoothie
423,36,Male,2852,Vegan,None,Lunch,786,High Fat,Steak and Vegetables
424,48,Male,1505,None,Shellfish,Breakfast,511,High Fat,Grilled Chicken Salad
425,40,Female,2099,Gluten-Free,Nuts,Breakfast,688,High Fat,Quinoa Bowl
426,39,Male,2798,None,Nuts,Snacks,356,High Protein,Grilled Chicken Salad
427,48,Male,3414,Vegan,Nuts,Dinner,761,Low Carb,Grilled Chicken Salad
428,38,Male,2578,None,None,Lunch,516,Low Carb,Steak and Vegetables
429,20,Male,2843,Vegetarian,None,Lunch,425,Low Carb,Grilled Chicken Salad
430,28,Male,2988,Gluten-Free,Shellfish,Dinner,701,Low Carb,Vegan Smoothie
431,29,Male,3286,Gluten-Free,Nuts,Snacks,421,High Protein,Vegan Smoothie
432,59,Male,3417,None,Dairy,Breakfast,651,High Protein,Steak and Vegetables
433,42,Male,2601,Vegetarian,Nuts,Lunch,416,High Protein,Quinoa Bowl
434,38,Female,1820,None,Shellfish,Dinner,344,Low Carb,Grilled Chicken Salad
435,24,Female,3158,Gluten-Free,Nuts,Breakfast,537,High Protein,Grilled Chicken Salad
436,48,Male,2762,Vegetarian,Dairy,Lunch,794,Low Carb,Grilled Chicken Salad
437,28,Female,2195,Vegetarian,None,Dinner,322,High Protein,Grilled Chicken Salad
438,18,Male,2349,Vegan,Dairy,Lunch,657,Low Carb,Steak and Vegetables
439,31,Male,3385,Vegetarian,Dairy,Snacks,314,Balanced,Quinoa Bowl
440,64,Male,2636,None,Dairy,Lunch,529,High Protein,Quinoa Bowl
441,40,Female,3379,Vegan,Nuts,Snacks,759,Balanced,Vegan Smoothie
442,53,Male,2987,None,None,Breakfast,679,High Fat,Steak and Vegetables
443,60,Male,2628,None,None,Breakfast,700,High Protein,Vegan Smoothie
444,22,Female,2157,Vegan,Dairy,Snacks,397,Balanced,Grilled Chicken Salad
445,57,Female,2918,Gluten-Free,None,Snacks,450,Balanced,Steak and Vegetables
446,22,Female,2766,Vegan,Dairy,Lunch,399,Balanced,Steak and Vegetables
447,19,Male,2880,None,Dairy,Breakfast,742,High Fat,Vegan Smoothie
448,55,Female,2459,None,Nuts,Dinner,675,High Protein,Grilled Chicken Salad
449,23,Female,2557,Vegetarian,Shellfish,Snacks,616,High Fat,Quinoa Bowl
450,34,Male,2305,Gluten-Free,None,Breakfast,637,Low Carb,Steak and Vegetables
451,22,Male,2205,Vegetarian,Dairy,Dinner,523,Low Carb,Grilled Chicken Salad
452,31,Male,3199,Vegan,None,Dinner,531,Low Carb,Vegan Smoothie
453,53,Male,2550,Vegetarian,Shellfish,Lunch,409,High Fat,Grilled Chicken Salad
454,64,Female,3043,None,None,Snacks,404,High Protein,Quinoa Bowl
455,63,Female,3499,Vegetarian,None,Breakfast,613,Low Carb,Grilled Chicken Salad
456,45,Male,3370,Gluten-Free,Dairy,Breakfast,453,High Fat,Grilled Chicken Salad
457,29,Female,2652,Gluten-Free,Nuts,Dinner,732,High Protein,Vegan Smoothie
458,50,Male,3253,None,Dairy,Breakfast,603,Low Carb,Steak and Vegetables
459,57,Male,1978,Vegetarian,Nuts,Dinner,635,Balanced,Vegan Smoothie
460,41,Female,2623,None,None,Lunch,311,High Fat,Quinoa Bowl
461,35,Male,2974,Vegan,Shellfish,Breakfast,459,Balanced,Vegan Smoothie
462,28,Male,2460,None,None,Lunch,358,High Fat,Quinoa Bowl
463,63,Male,2143,None,Shellfish,Lunch,705,Balanced,Steak and Vegetables
464,42,Male,3045,Vegan,Shellfish,Dinner,607,High Fat,Steak and Vegetables
465,36,Female,3132,None,None,Snacks,705,High Fat,Quinoa Bowl
466,21,Male,2338,Vegan,None,Breakfast,387,High Protein,Grilled Chicken Salad
467,24,Male,2602,None,Nuts,Breakfast,520,Balanced,Quinoa Bowl
468,35,Female,3492,None,Dairy,Breakfast,595,High Fat,Grilled Chicken Salad
469,32,Male,2336,Gluten-Free,Nuts,Dinner,617,Balanced,Quinoa Bowl
470,59,Male,2255,None,Dairy,Lunch,355,Low Carb,Grilled Chicken Salad
471,32,Male,1916,Vegan,Shellfish,Dinner,790,High Protein,Quinoa Bowl
472,19,Female,3333,Vegetarian,None,Lunch,782,High Fat,Steak and Vegetables
473,58,Female,3148,Vegetarian,None,Dinner,575,Low Carb,Vegan Smoothie
474,53,Male,1880,Vegan,Dairy,Breakfast,343,Balanced,Steak and Vegetables
475,24,Female,3320,Vegan,Shellfish,Dinner,312,Balanced,Grilled Chicken Salad
476,46,Male,1746,Gluten-Free,Shellfish,Snacks,752,Low Carb,Vegan Smoothie
477,42,Male,2202,None,Shellfish,Dinner,657,High Fat,Vegan Smoothie
478,38,Female,2292,Vegan,None,Snacks,637,High Protein,Steak and Vegetables
479,29,Male,3438,Vegan,Nuts,Lunch,759,High Protein,Vegan Smoothie
480,25,Male,2936,None,Shellfish,Dinner,795,Low Carb,Vegan Smoothie
481,38,Male,2736,Vegetarian,Dairy,Dinner,329,Low Carb,Steak and Vegetables
482,58,Female,2602,None,Shellfish,Breakfast,492,High Protein,Steak and Vegetables
483,41,Female,3413,None,Dairy,Breakfast,663,Balanced,Quinoa Bowl
484,53,Female,3253,Vegetarian,Dairy,Snacks,778,Balanced,Grilled Chicken Salad
485,19,Female,3038,Vegetarian,Nuts,Lunch,739,High Protein,Steak and Vegetables
486,46,Female,3397,None,Dairy,Lunch,442,Low Carb,Grilled Chicken Salad
487,30,Female,3401,Vegan,Dairy,Dinner,510,Balanced,Grilled Chicken Salad
488,42,Female,2169,Vegan,None,Breakfast,793,High Fat,Vegan Smoothie
489,24,Male,2604,Gluten-Free,Dairy,Dinner,560,High Protein,Grilled Chicken Salad
490,64,Male,3404,Vegetarian,Shellfish,Breakfast,635,High Fat,Steak and Vegetables
491,57,Male,2657,None,Nuts,Lunch,662,Balanced,Quinoa Bowl
492,53,Male,2600,Vegan,Nuts,Lunch,535,High Fat,Grilled Chicken Salad
493,53,Male,3490,None,None,Breakfast,689,High Fat,Grilled Chicken Salad
494,28,Female,2820,Vegetarian,Nuts,Dinner,744,Low Carb,Steak and Vegetables
495,46,Male,2091,None,None,Lunch,501,Balanced,Steak and Vegetables
496,34,Female,3424,Vegetarian,None,Snacks,315,High Fat,Steak and Vegetables
497,30,Female,2348,Gluten-Free,Nuts,Lunch,544,High Fat,Quinoa Bowl
498,26,Female,2204,Gluten-Free,Dairy,Snacks,752,High Protein,Vegan Smoothie
499,47,Male,2212,Vegetarian,Shellfish,Breakfast,353,Low Carb,Quinoa Bowl
500,59,Female,3156,Gluten-Free,Nuts,Dinner,663,High Protein,Grilled Chicken Salad
501,26,Male,3277,Vegan,Nuts,Breakfast,492,High Protein,Steak and Vegetables
502,38,Male,2189,Vegetarian,Nuts,Lunch,752,Balanced,Steak and Vegetables
503,31,Male,1576,Vegetarian,None,Dinner,695,High Fat,Steak and Vegetables
504,44,Female,2359,Vegan,None,Dinner,795,High Fat,Grilled Chicken Salad
505,52,Female,2500,Vegan,Nuts,Breakfast,337,High Protein,Vegan Smoothie
506,44,Female,2672,Vegetarian,Nuts,Breakfast,784,High Protein,Grilled Chicken Salad
507,57,Male,3106,Gluten-Free,None,Lunch,319,High Fat,Quinoa Bowl
508,42,Male,1952,Vegan,Nuts,Snacks,670,High Fat,Steak and Vegetables
509,29,Female,2835,None,Nuts,Breakfast,371,High Fat,Steak and Vegetables
510,25,Male,1955,None,None,Dinner,563,High Fat,Grilled Chicken Salad
511,46,Female,2162,Vegetarian,Shellfish,Snacks,626,High Fat,Grilled Chicken Salad
512,22,Male,3324,Vegan,Nuts,Breakfast,777,Balanced,Steak and Vegetables
513,55,Female,3228,None,None,Breakfast,682,Balanced,Steak and Vegetables
514,36,Female,2873,Vegan,Dairy,Breakfast,343,Balanced,Quinoa Bowl
515,52,Female,1907,None,Dairy,Snacks,350,High Fat,Vegan Smoothie
516,63,Male,2354,None,Shellfish,Breakfast,766,High Fat,Grilled Chicken Salad
517,63,Female,2032,Vegetarian,Shellfish,Lunch,452,Low Carb,Quinoa Bowl
518,62,Female,2856,Vegan,None,Breakfast,506,Balanced,Grilled Chicken Salad
519,56,Female,2893,Vegan,Shellfish,Dinner,670,Balanced,Vegan Smoothie
520,58,Female,2365,Vegetarian,Nuts,Breakfast,743,Low Carb,Quinoa Bowl
521,64,Female,2692,Vegan,Dairy,Dinner,412,Low Carb,Grilled Chicken Salad
522,64,Female,1970,Vegan,Nuts,Snacks,738,Balanced,Vegan Smoothie
523,42,Male,2241,None,Nuts,Breakfast,364,Balanced,Quinoa Bowl
524,35,Female,2608,None,Nuts,Breakfast,644,Balanced,Grilled Chicken Salad
525,40,Female,1876,Vegan,None,Snacks,654,High Protein,Vegan Smoothie
526,57,Female,3278,Vegan,Dairy,Lunch,391,Balanced,Steak and Vegetables
527,47,Female,2289,Vegan,Dairy,Snacks,768,Balanced,Steak and Vegetables
528,18,Female,2378,None,Nuts,Snacks,363,Balanced,Vegan Smoothie
529,43,Female,2500,None,Nuts,Dinner,578,Low Carb,Steak and Vegetables
530,37,Female,1801,None,None,Breakfast,584,High Protein,Steak and Vegetables
531,58,Male,2500,Vegetarian,Dairy,Breakfast,652,Balanced,Vegan Smoothie
532,58,Female,3448,Gluten-Free,Dairy,Dinner,389,Balanced,Vegan Smoothie
533,38,Female,2576,Vegetarian,None,Dinner,674,Balanced,Grilled Chicken Salad
534,62,Male,2802,Vegan,Nuts,Breakfast,345,Low Carb,Quinoa Bowl
535,37,Male,3057,Gluten-Free,Dairy,Lunch,673,Balanced,Steak and Vegetables
536,20,Female,1597,Gluten-Free,Nuts,Lunch,504,Balanced,Quinoa Bowl
537,34,Female,2403,Vegan,Shellfish,Dinner,687,High Fat,Grilled Chicken Salad
538,44,Male,2250,Gluten-Free,Shellfish,Breakfast,652,High Fat,Vegan Smoothie
539,35,Male,2099,None,Nuts,Lunch,373,Low Carb,Vegan Smoothie
540,56,Female,3335,Vegan,Dairy,Lunch,722,Low Carb,Steak and Vegetables
541,27,Female,3428,Vegetarian,Dairy,Breakfast,575,Low Carb,Grilled Chicken Salad
542,37,Male,2645,Gluten-Free,Shellfish,Snacks,337,Low Carb,Steak and Vegetables
543,40,Female,1530,Gluten-Free,Dairy,Snacks,413,Low Carb,Grilled Chicken Salad
544,25,Female,2022,Gluten-Free,Dairy,Lunch,522,High Fat,Vegan Smoothie
545,56,Male,1804,Gluten-Free,Shellfish,Snacks,504,High Fat,Quinoa Bowl
546,54,Male,3009,Vegetarian,Dairy,Snacks,333,Low Carb,Steak and Vegetables
547,18,Male,3130,Vegan,Nuts,Lunch,374,Low Carb,Grilled Chicken Salad
548,24,Male,3087,Gluten-Free,Dairy,Breakfast,582,High Fat,Vegan Smoothie
549,21,Male,1937,None,None,Breakfast,690,High Fat,Steak and Vegetables
550,45,Female,2334,Vegan,None,Lunch,796,High Fat,Grilled Chicken Salad
551,36,Female,2036,Gluten-Free,None,Lunch,570,High Fat,Grilled Chicken Salad
552,23,Female,3112,Vegetarian,Shellfish,Dinner,745,Low Carb,Vegan Smoothie
553,43,Female,3115,Gluten-Free,Dairy,Snacks,354,High Fat,Grilled Chicken Salad
554,57,Male,2567,Vegan,None,Lunch,374,Low Carb,Grilled Chicken Salad
555,54,Male,2929,Vegetarian,Shellfish,Snacks,301,Balanced,Vegan Smoothie
556,36,Female,1640,None,Shellfish,Lunch,438,High Fat,Quinoa Bowl
557,34,Male,1873,None,Nuts,Snacks,473,High Protein,Grilled Chicken Salad
558,46,Female,1518,Gluten-Free,Shellfish,Breakfast,532,Balanced,Steak and Vegetables
559,38,Male,2965,Gluten-Free,Shellfish,Breakfast,408,High Fat,Grilled Chicken Salad
560,22,Male,2200,Gluten-Free,Shellfish,Lunch,482,Low Carb,Grilled Chicken Salad
561,34,Female,1719,Gluten-Free,Dairy,Snacks,404,High Fat,Steak and Vegetables
562,55,Male,2928,None,Nuts,Lunch,580,Balanced,Grilled Chicken Salad
563,58,Male,2677,None,Shellfish,Snacks,483,Low Carb,Grilled Chicken Salad
564,57,Male,1796,Gluten-Free,None,Lunch,506,High Fat,Steak and Vegetables
565,24,Female,2777,None,None,Lunch,493,High Fat,Quinoa Bowl
566,44,Female,2003,Vegan,None,Dinner,321,High Fat,Vegan Smoothie
567,48,Female,1669,Vegetarian,Dairy,Dinner,553,High Fat,Vegan Smoothie
568,51,Male,2190,Gluten-Free,Shellfish,Dinner,373,High Protein,Quinoa Bowl
569,43,Female,3244,None,Shellfish,Dinner,655,High Protein,Vegan Smoothie
570,23,Female,3480,None,Nuts,Dinner,753,High Fat,Quinoa Bowl
571,48,Male,3160,Vegetarian,Shellfish,Dinner,331,Low Carb,Quinoa Bowl
572,29,Male,3153,Vegan,Dairy,Snacks,358,Low Carb,Vegan Smoothie
573,32,Male,1762,Vegetarian,Dairy,Dinner,376,Balanced,Grilled Chicken Salad
574,18,Female,2869,Gluten-Free,Nuts,Breakfast,587,Balanced,Steak and Vegetables
575,43,Male,2964,Gluten-Free,Dairy,Lunch,783,Low Carb,Vegan Smoothie
576,54,Male,2965,Gluten-Free,None,Breakfast,685,High Protein,Steak and Vegetables
577,23,Male,1523,Vegan,None,Dinner,696,Balanced,Vegan Smoothie
578,41,Male,3052,Vegetarian,None,Snacks,789,Balanced,Quinoa Bowl
579,64,Female,2197,Vegan,Shellfish,Lunch,370,High Protein,Vegan Smoothie
580,53,Male,2331,None,Shellfish,Dinner,614,High Protein,Quinoa Bowl
581,61,Male,1769,Vegan,Dairy,Lunch,676,Balanced,Vegan Smoothie
582,36,Male,1631,Vegan,Shellfish,Lunch,331,Low Carb,Quinoa Bowl
583,35,Female,2731,Gluten-Free,Dairy,Breakfast,656,High Protein,Quinoa Bowl
584,55,Male,3311,Vegetarian,None,Snacks,655,Balanced,Vegan Smoothie
585,33,Male,2428,None,Shellfish,Lunch,712,Low Carb,Quinoa Bowl
586,34,Female,2497,Vegan,Dairy,Snacks,594,Low Carb,Grilled Chicken Salad
587,28,Male,3084,Vegetarian,Shellfish,Breakfast,608,Low Carb,Vegan Smoothie
588,21,Female,2157,Vegetarian,Shellfish,Dinner,469,High Fat,Vegan Smoothie
589,33,Male,1783,Gluten-Free,None,Breakfast,758,Balanced,Vegan Smoothie
590,26,Male,2349,Vegetarian,Shellfish,Snacks,375,High Fat,Quinoa Bowl
591,40,Male,2576,Vegetarian,None,Dinner,419,High Fat,Grilled Chicken Salad
592,27,Male,3028,None,Dairy,Snacks,669,Balanced,Grilled Chicken Salad
593,43,Female,3047,Vegetarian,Nuts,Lunch,351,High Fat,Grilled Chicken Salad
594,62,Female,1984,Vegan,Nuts,Lunch,783,High Protein,Steak and Vegetables
595,53,Female,1612,None,None,Snacks,326,High Protein,Steak and Vegetables
596,63,Female,2095,Vegetarian,None,Lunch,774,Low Carb,Vegan Smoothie
597,56,Male,2720,Gluten-Free,Dairy,Breakfast,457,Low Carb,Quinoa Bowl
598,20,Male,2885,None,Dairy,Snacks,418,Balanced,Steak and Vegetables
599,37,Female,1685,None,Dairy,Dinner,556,Balanced,Grilled Chicken Salad
600,34,Female,2303,Vegetarian,None,Snacks,517,High Protein,Vegan Smoothie
601,63,Male,2970,Gluten-Free,Shellfish,Dinner,654,High Protein,Vegan Smoothie
602,64,Female,2331,None,None,Snacks,359,Balanced,Grilled Chicken Salad
603,45,Male,2022,Vegetarian,Dairy,Snacks,307,Low Carb,Vegan Smoothie
604,18,Male,3150,Vegetarian,Nuts,Snacks,519,High Fat,Grilled Chicken Salad
605,53,Male,2948,Vegan,Nuts,Lunch,687,Low Carb,Quinoa Bowl
606,42,Male,2299,None,Nuts,Snacks,394,High Protein,Vegan Smoothie
607,50,Male,2140,None,Shellfish,Dinner,553,High Protein,Vegan Smoothie
608,38,Female,3441,None,None,Snacks,744,Low Carb,Steak and Vegetables
609,47,Female,3185,None,Dairy,Lunch,740,Balanced,Quinoa Bowl
610,30,Female,1937,Vegetarian,Nuts,Breakfast,631,Low Carb,Quinoa Bowl
611,56,Male,1960,Vegetarian,Dairy,Lunch,380,Low Carb,Quinoa Bowl
612,40,Female,2698,Vegan,Nuts,Lunch,720,Low Carb,Grilled Chicken Salad
613,23,Male,3360,Vegetarian,Shellfish,Dinner,668,High Protein,Quinoa Bowl
614,36,Female,3322,Gluten-Free,Dairy,Snacks,445,Low Carb,Grilled Chicken Salad
615,27,Female,3371,Gluten-Free,Nuts,Breakfast,525,Low Carb,Vegan Smoothie
616,33,Male,2553,Vegetarian,None,Breakfast,385,Low Carb,Grilled Chicken Salad
617,30,Female,2869,None,None,Breakfast,673,Low Carb,Quinoa Bowl
618,39,Male,2222,None,None,Lunch,731,Balanced,Steak and Vegetables
619,19,Female,1636,Gluten-Free,Nuts,Dinner,695,High Fat,Steak and Vegetables
620,59,Female,1937,Vegetarian,None,Breakfast,596,Balanced,Quinoa Bowl
621,43,Female,2862,Vegan,Shellfish,Lunch,718,High Fat,Quinoa Bowl
622,22,Female,1824,Vegan,Dairy,Lunch,760,High Protein,Vegan Smoothie
623,47,Male,2646,Gluten-Free,Shellfish,Dinner,517,High Fat,Vegan Smoothie
624,54,Male,2277,Vegan,None,Lunch,717,Low Carb,Quinoa Bowl
625,39,Female,1596,Gluten-Free,None,Snacks,504,Balanced,Steak and Vegetables
626,35,Male,2261,Vegan,None,Lunch,731,High Protein,Quinoa Bowl
627,46,Female,2228,Gluten-Free,Dairy,Dinner,622,Low Carb,Grilled Chicken Salad
628,36,Female,3427,Gluten-Free,Shellfish,Lunch,358,Low Carb,Vegan Smoothie
629,21,Male,1683,None,None,Lunch,399,Low Carb,Vegan Smoothie
630,25,Male,2293,Gluten-Free,Dairy,Lunch,488,Low Carb,Steak and Vegetables
631,44,Female,3323,None,Nuts,Breakfast,593,High Fat,Quinoa Bowl
632,46,Male,3160,Vegan,Shellfish,Snacks,795,Balanced,Grilled Chicken Salad
633,61,Male,1714,Vegan,Nuts,Breakfast,614,Balanced,Steak and Vegetables
634,50,Male,1511,Vegetarian,Dairy,Lunch,355,Low Carb,Steak and Vegetables
635,24,Male,2945,None,None,Lunch,782,Low Carb,Quinoa Bowl
636,52,Male,2811,Gluten-Free,Nuts,Lunch,533,High Protein,Steak and Vegetables
637,21,Female,3131,Vegetarian,Shellfish,Dinner,560,Balanced,Vegan Smoothie
638,43,Female,2677,Gluten-Free,Dairy,Snacks,675,High Fat,Quinoa Bowl
639,30,Female,3165,Gluten-Free,Dairy,Breakfast,400,Low Carb,Steak and Vegetables
640,28,Female,1977,Vegan,Nuts,Snacks,547,High Protein,Steak and Vegetables
641,56,Male,1666,Vegan,Shellfish,Lunch,413,High Protein,Vegan Smoothie
642,51,Male,1854,Vegetarian,Shellfish,Dinner,450,Low Carb,Steak and Vegetables
643,42,Female,3296,Vegetarian,Shellfish,Snacks,407,Balanced,Steak and Vegetables
644,38,Male,2735,Vegetarian,Shellfish,Dinner,525,High Fat,Steak and Vegetables
645,53,Male,2071,Vegan,Nuts,Snacks,626,High Fat,Vegan Smoothie
646,58,Female,3244,None,Dairy,Lunch,775,High Protein,Grilled Chicken Salad
647,58,Male,3442,Vegan,Dairy,Breakfast,714,High Protein,Grilled Chicken Salad
648,19,Female,2492,Gluten-Free,Shellfish,Dinner,660,High Protein,Grilled Chicken Salad
